Wavelength_nm,Intensity
3.177789999999999964e+02,8.571119047701358795e-03
3.188820000000000050e+02,6.185002159327268600e-03
3.199850000000000136e+02,8.415193296968936920e-03
3.210879999999999654e+02,6.657499819993972778e-03
3.221909999999999741e+02,8.646723814308643341e-03
3.232939999999999827e+02,6.775622721761465073e-03
3.243969999999999914e+02,8.793191984295845032e-03
3.255000000000000000e+02,6.955175194889307022e-03
3.266030000000000086e+02,9.038889780640602112e-03
3.277060000000000173e+02,7.078024093061685562e-03
3.288089999999999691e+02,9.341289289295673370e-03
3.299119999999999777e+02,6.567726843059062958e-03
3.310149999999999864e+02,9.090869687497615814e-03
3.321179999999999950e+02,6.293674930930137634e-03
3.332210000000000036e+02,8.708142675459384918e-03
3.343240000000000123e+02,6.317300722002983093e-03
3.354269999999999641e+02,8.675070479512214661e-03
3.365299999999999727e+02,6.605526898056268692e-03
3.376329999999999814e+02,8.656171150505542755e-03
3.387359999999999900e+02,6.723651196807622910e-03
3.398389999999999986e+02,8.788466453552246094e-03
3.409420000000000073e+02,6.841776426881551743e-03
3.420450000000000159e+02,9.549186564981937408e-03
3.431479999999999677e+02,7.451297715306282043e-03
3.442509999999999764e+02,1.102338358759880066e-02
3.453539999999999850e+02,8.434096351265907288e-03
3.464569999999999936e+02,1.125018671154975891e-02
3.475600000000000023e+02,7.975768297910690308e-03
3.486630000000000109e+02,1.052253507077693939e-02
3.497659999999999627e+02,7.767871022224426270e-03
3.508689999999999714e+02,1.058396231383085251e-02
3.519719999999999800e+02,7.885995320975780487e-03
3.530749999999999886e+02,1.055088732391595840e-02
3.541779999999999973e+02,7.819848135113716125e-03
3.552810000000000059e+02,9.582269936800003052e-03
3.563840000000000146e+02,6.534651387482881546e-03
3.574869999999999663e+02,8.065545931458473206e-03
3.585899999999999750e+02,5.169131793081760406e-03
3.596929999999999836e+02,6.756723858416080475e-03
3.607959999999999923e+02,4.758057650178670883e-03
3.618990000000000009e+02,6.407076492905616760e-03
3.630020000000000095e+02,4.994304385036230087e-03
3.641049999999999613e+02,7.163075730204582214e-03
3.652079999999999700e+02,5.854254122823476791e-03
3.663109999999999786e+02,8.641995489597320557e-03
3.674139999999999873e+02,7.219773717224597931e-03
3.685169999999999959e+02,1.026738248765468597e-02
3.696200000000000045e+02,8.079717867076396942e-03
3.707230000000000132e+02,1.167070120573043823e-02
3.718259999999999650e+02,9.260968305170536041e-03
3.729289999999999736e+02,1.318742614239454269e-02
3.740319999999999823e+02,1.006421353667974472e-02
3.751349999999999909e+02,1.357487123459577560e-02
3.762379999999999995e+02,1.010673958808183670e-02
3.773410000000000082e+02,1.389615982770919800e-02
3.784440000000000168e+02,1.150060817599296570e-02
3.795469999999999686e+02,1.451514381915330887e-02
3.806499999999999773e+02,1.125491224229335785e-02
3.817529999999999859e+02,1.341421436518430710e-02
3.828559999999999945e+02,9.832687675952911377e-03
3.839590000000000032e+02,1.203925721347332001e-02
3.850620000000000118e+02,8.930217474699020386e-03
3.861649999999999636e+02,1.172740571200847626e-02
3.872679999999999723e+02,8.779017254710197449e-03
3.883709999999999809e+02,1.153840590268373489e-02
3.894739999999999895e+02,8.514419198036193848e-03
3.905769999999999982e+02,1.102338358759880066e-02
3.916800000000000068e+02,7.852922193706035614e-03
3.927830000000000155e+02,9.993337094783782959e-03
3.938859999999999673e+02,7.111100014299154282e-03
3.949889999999999759e+02,9.019993245601654053e-03
3.960919999999999845e+02,6.855950225144624710e-03
3.971949999999999932e+02,8.358494378626346588e-03
3.982980000000000018e+02,5.906228907406330109e-03
3.994010000000000105e+02,6.964622531086206436e-03
4.005039999999999623e+02,4.673007875680923462e-03
4.016069999999999709e+02,6.501575000584125519e-03
4.027099999999999795e+02,5.131330806761980057e-03
4.038129999999999882e+02,7.692270912230014801e-03
4.049159999999999968e+02,6.397625897079706192e-03
4.060190000000000055e+02,9.780718944966793060e-03
4.071220000000000141e+02,8.060820400714874268e-03
4.082249999999999659e+02,1.155258156359195709e-02
4.093279999999999745e+02,8.651438169181346893e-03
4.104309999999999832e+02,1.176520157605409622e-02
4.115339999999999918e+02,8.509692735970020294e-03
4.126370000000000005e+02,1.091943867504596710e-02
4.137400000000000091e+02,7.805672474205493927e-03
4.148429999999999609e+02,9.969714097678661346e-03
4.159459999999999695e+02,7.347349077463150024e-03
4.170489999999999782e+02,9.695666842162609100e-03
4.181519999999999868e+02,7.252852432429790497e-03
4.192549999999999955e+02,1.043748576194047928e-02
4.203580000000000041e+02,8.245097473263740540e-03
4.214610000000000127e+02,1.152895577251911163e-02
4.225639999999999645e+02,8.840446360409259796e-03
4.236669999999999732e+02,1.146753132343292236e-02
4.247699999999999818e+02,8.443546481430530548e-03
4.258729999999999905e+02,1.112261041998863220e-02
4.269759999999999991e+02,7.791499607264995575e-03
4.280790000000000077e+02,1.020123995840549469e-02
4.291819999999999595e+02,7.517449092119932175e-03
4.302849999999999682e+02,9.284592233598232269e-03
4.313879999999999768e+02,6.596076767891645432e-03
4.324909999999999854e+02,8.424646221101284027e-03
4.335939999999999941e+02,6.260603200644254684e-03
4.346970000000000027e+02,8.547496050596237183e-03
4.358000000000000114e+02,6.359825842082500458e-03
4.369029999999999632e+02,8.538042195141315460e-03
4.380059999999999718e+02,6.218076217919588089e-03
4.391089999999999804e+02,8.429372683167457581e-03
4.402119999999999891e+02,6.459053140133619308e-03
4.413149999999999977e+02,8.396293967962265015e-03
4.424180000000000064e+02,6.355101242661476135e-03
4.435210000000000150e+02,8.641999214887619019e-03
4.446239999999999668e+02,6.770899984985589981e-03
4.457269999999999754e+02,9.275143966078758240e-03
4.468299999999999841e+02,7.569421082735061646e-03
4.479329999999999927e+02,1.060286164283752441e-02
4.490360000000000014e+02,8.306518197059631348e-03
4.501390000000000100e+02,1.138248387724161148e-02
4.512419999999999618e+02,8.599466644227504730e-03
4.523449999999999704e+02,1.217155251652002335e-02
4.534479999999999791e+02,9.270414710044860840e-03
4.545509999999999877e+02,1.167070120573043823e-02
4.556539999999999964e+02,8.245090954005718231e-03
4.567570000000000050e+02,9.449964389204978943e-03
4.578600000000000136e+02,6.133027374744415283e-03
4.589629999999999654e+02,6.808699574321508408e-03
4.600659999999999741e+02,4.285558592528104782e-03
4.611689999999999827e+02,5.098255351185798645e-03
4.622719999999999914e+02,3.227163106203079224e-03
4.633750000000000000e+02,4.068210255354642868e-03
4.644780000000000086e+02,2.801915863528847694e-03
4.655809999999999604e+02,3.619336290284991264e-03
4.666839999999999691e+02,2.735765418037772179e-03
4.677869999999999777e+02,4.016235936433076859e-03
4.688900000000000432e+02,3.118489170446991920e-03
4.699929999999999950e+02,5.419554654508829117e-03
4.710959999999999468e+02,4.498182795941829681e-03
4.721990000000000123e+02,7.158351130783557892e-03
4.733019999999999641e+02,5.849527660757303238e-03
4.744050000000000296e+02,9.435794316232204437e-03
4.755079999999999814e+02,8.136426098644733429e-03
4.766109999999999332e+02,1.214319933205842972e-02
4.777139999999999986e+02,1.011618785560131073e-02
4.788169999999999504e+02,1.443482190370559692e-02
4.799200000000000159e+02,1.103756204247474670e-02
4.810229999999999677e+02,1.487423758953809738e-02
4.821260000000000332e+02,1.097613479942083359e-02
4.832289999999999850e+02,1.382529735565185547e-02
4.843319999999999368e+02,1.047055982053279877e-02
4.854350000000000023e+02,1.321104355156421661e-02
