Wavelength_nm,Intensity
3.177789999999999964e+02,1.474327128380537033e-02
3.188820000000000050e+02,1.034155860543251038e-02
3.199850000000000136e+02,1.316556986421346664e-02
3.210879999999999654e+02,9.921166114509105682e-03
3.221909999999999741e+02,1.346231810748577118e-02
3.232939999999999827e+02,1.063830312341451645e-02
3.243969999999999914e+02,1.389260031282901764e-02
3.255000000000000000e+02,1.130102854222059250e-02
3.266030000000000086e+02,1.488669682294130325e-02
3.277060000000000173e+02,1.138016674667596817e-02
3.288089999999999691e+02,1.454543415457010269e-02
3.299119999999999777e+02,1.047014258801937103e-02
3.310149999999999864e+02,1.395689230412244797e-02
3.321179999999999950e+02,1.000029966235160828e-02
3.332210000000000036e+02,1.317051891237497330e-02
3.343240000000000123e+02,9.663987904787063599e-03
3.354269999999999641e+02,1.330405566841363907e-02
3.365299999999999727e+02,1.076688524335622787e-02
3.376329999999999814e+02,1.420912705361843109e-02
3.387359999999999900e+02,1.147413067519664764e-02
3.398389999999999986e+02,1.527740340679883957e-02
3.409420000000000073e+02,1.215169951319694519e-02
3.420450000000000159e+02,1.601432263851165771e-02
3.431479999999999677e+02,1.193902734667062759e-02
3.442509999999999764e+02,1.657319255173206329e-02
3.453539999999999850e+02,1.255229767411947250e-02
3.464569999999999936e+02,1.677102223038673401e-02
3.475600000000000023e+02,1.212202757596969604e-02
3.486630000000000109e+02,1.516859978437423706e-02
3.497659999999999627e+02,1.154831983149051666e-02
3.508689999999999714e+02,1.514881756156682968e-02
3.519719999999999800e+02,1.246822532266378403e-02
3.530749999999999886e+02,1.610829681158065796e-02
3.541779999999999973e+02,1.182033121585845947e-02
3.552810000000000059e+02,1.521311141550540924e-02
3.563840000000000146e+02,1.006459631025791168e-02
3.574869999999999663e+02,1.276991609483957291e-02
3.585899999999999750e+02,8.788585662841796875e-03
3.596929999999999836e+02,1.116254925727844238e-02
3.607959999999999923e+02,7.735145278275012970e-03
3.618990000000000009e+02,9.896437637507915497e-03
3.630020000000000095e+02,7.329594343900680542e-03
3.641049999999999613e+02,1.021296624094247818e-02
3.652079999999999700e+02,8.224774152040481567e-03
3.663109999999999786e+02,1.248305942863225937e-02
3.674139999999999873e+02,1.014372613281011581e-02
3.685169999999999959e+02,1.562361419200897217e-02
3.696200000000000045e+02,1.262648683041334152e-02
3.707230000000000132e+02,1.843773573637008667e-02
3.718259999999999650e+02,1.447619497776031494e-02
3.729289999999999736e+02,1.957031898200511932e-02
3.740319999999999823e+02,1.548018213361501694e-02
3.751349999999999909e+02,2.031216397881507874e-02
3.762379999999999995e+02,1.590056717395782471e-02
3.773410000000000082e+02,2.074738591909408569e-02
3.784440000000000168e+02,1.593023538589477539e-02
3.795469999999999686e+02,2.091061323881149292e-02
3.806499999999999773e+02,1.640997640788555145e-02
3.817529999999999859e+02,2.163268998265266418e-02
3.828559999999999945e+02,1.683530770242214203e-02
3.839590000000000032e+02,2.284439094364643097e-02
3.850620000000000118e+02,1.791348867118358612e-02
3.861649999999999636e+02,2.416984736919403076e-02
3.872679999999999723e+02,1.934774965047836304e-02
3.883709999999999809e+02,2.576731890439987183e-02
3.894739999999999895e+02,1.981266215443611145e-02
3.905769999999999982e+02,2.579699084162712097e-02
3.916800000000000068e+02,1.990167424082756042e-02
3.927830000000000155e+02,2.486226335167884827e-02
3.938859999999999673e+02,1.919937133789062500e-02
3.949889999999999759e+02,2.444681152701377869e-02
3.960919999999999845e+02,1.966428570449352264e-02
3.971949999999999932e+02,2.479796111583709717e-02
3.982980000000000018e+02,1.894219778478145599e-02
3.994010000000000105e+02,2.328950352966785431e-02
4.005039999999999623e+02,1.711722277104854584e-02
4.016069999999999709e+02,2.119745872914791107e-02
4.027099999999999795e+02,1.598959416151046753e-02
4.038129999999999882e+02,2.124691568315029144e-02
4.049159999999999968e+02,1.727548800408840179e-02
4.060190000000000055e+02,2.299771644175052643e-02
4.071220000000000141e+02,1.767114549875259399e-02
4.082249999999999659e+02,2.332907915115356445e-02
4.093279999999999745e+02,1.729032211005687714e-02
4.104309999999999832e+02,2.216187864542007446e-02
4.115339999999999918e+02,1.568295061588287354e-02
4.126370000000000005e+02,1.939721219241619110e-02
4.137400000000000091e+02,1.371949911117553711e-02
4.148429999999999609e+02,1.659297943115234375e-02
4.159459999999999695e+02,1.195881422609090805e-02
