Wavelength_nm,Intensity
3.177789999999999964e+02,2.352605946362018585e-02
3.188820000000000050e+02,2.330013737082481384e-02
3.199850000000000136e+02,2.599161863327026367e-02
3.210879999999999654e+02,2.805445715785026550e-02
3.221909999999999741e+02,3.017621487379074097e-02
3.232939999999999827e+02,3.033830597996711731e-02
3.243969999999999914e+02,2.972437441349029541e-02
3.255000000000000000e+02,2.657609246671199799e-02
3.266030000000000086e+02,2.574113383889198303e-02
3.277060000000000173e+02,2.292194217443466187e-02
3.288089999999999691e+02,2.253885008394718170e-02
3.299119999999999777e+02,2.053004503250122070e-02
3.310149999999999864e+02,2.011257037520408630e-02
3.321179999999999950e+02,1.797115243971347809e-02
3.332210000000000036e+02,1.835425198078155518e-02
3.343240000000000123e+02,1.684151031076908112e-02
3.354269999999999641e+02,1.824128255248069763e-02
3.365299999999999727e+02,1.857035979628562927e-02
3.376329999999999814e+02,2.051530964672565460e-02
3.387359999999999900e+02,2.055460959672927856e-02
3.398389999999999986e+02,2.279424481093883514e-02
3.409420000000000073e+02,2.386986277997493744e-02
3.420450000000000159e+02,2.722932212054729462e-02
3.431479999999999677e+02,2.775486558675765991e-02
3.442509999999999764e+02,3.028425015509128571e-02
3.453539999999999850e+02,2.696901932358741760e-02
3.464569999999999936e+02,2.364394254982471466e-02
3.475600000000000023e+02,1.727864332497119904e-02
3.486630000000000109e+02,1.495550479739904404e-02
3.497659999999999627e+02,1.248011458665132523e-02
3.508689999999999714e+02,1.487691607326269150e-02
3.519719999999999800e+02,1.649770885705947876e-02
3.530749999999999886e+02,2.084929496049880981e-02
3.541779999999999973e+02,2.201824262738227844e-02
3.552810000000000059e+02,2.228835597634315491e-02
3.563840000000000146e+02,1.923341117799282074e-02
3.574869999999999663e+02,1.749474927783012390e-02
3.585899999999999750e+02,1.526001095771789551e-02
3.596929999999999836e+02,1.590833254158496857e-02
3.607959999999999923e+02,1.477868948131799698e-02
3.618990000000000009e+02,1.545647066086530685e-02
3.630020000000000095e+02,1.476395130157470703e-02
3.641049999999999613e+02,1.692500896751880646e-02
3.652079999999999700e+02,1.907624490559101105e-02
3.663109999999999786e+02,2.468026615679264069e-02
3.674139999999999873e+02,2.871259301900863647e-02
3.685169999999999959e+02,3.248954936861991882e-02
3.696200000000000045e+02,3.207697346806526184e-02
3.707230000000000132e+02,3.162509948015213013e-02
3.718259999999999650e+02,3.086383081972599030e-02
3.729289999999999736e+02,3.323117271065711975e-02
3.740319999999999823e+02,3.265652433037757874e-02
3.751349999999999909e+02,3.734699264168739319e-02
3.762379999999999995e+02,3.918882459402084351e-02
3.773410000000000082e+02,4.515133798122406006e-02
3.784440000000000168e+02,4.728787392377853394e-02
3.795469999999999686e+02,5.098619684576988220e-02
3.806499999999999773e+02,4.910021647810935974e-02
3.817529999999999859e+02,4.711103066802024841e-02
3.828559999999999945e+02,4.080958664417266846e-02
3.839590000000000032e+02,3.781850636005401611e-02
3.850620000000000118e+02,3.329502791166305542e-02
3.861649999999999636e+02,3.392367810010910034e-02
3.872679999999999723e+02,3.201309964060783386e-02
3.883709999999999809e+02,3.441974520683288574e-02
3.894739999999999895e+02,3.182158246636390686e-02
3.905769999999999982e+02,3.166439756751060486e-02
3.916800000000000068e+02,2.787272818386554718e-02
3.927830000000000155e+02,2.804462611675262451e-02
3.938859999999999673e+02,2.644839324057102203e-02
3.949889999999999759e+02,2.917918562889099121e-02
3.960919999999999845e+02,2.921357192099094391e-02
3.971949999999999932e+02,3.143846988677978516e-02
3.982980000000000018e+02,2.904164418578147888e-02
