Wavelength_nm,Intensity
3.177789999999999964e+02,4.693442024290561676e-03
3.188820000000000050e+02,5.050282459706068039e-03
3.199850000000000136e+02,5.640059709548950195e-03
3.210879999999999654e+02,6.656063720583915710e-03
3.221909999999999741e+02,6.775010377168655396e-03
3.232939999999999827e+02,6.467733066529035568e-03
3.243969999999999914e+02,5.808565765619277954e-03
3.255000000000000000e+02,5.501287989318370819e-03
3.266030000000000086e+02,4.807433113455772400e-03
3.277060000000000173e+02,4.277125932276248932e-03
3.288089999999999691e+02,3.652657847851514816e-03
3.299119999999999777e+02,3.667525947093963623e-03
3.310149999999999864e+02,3.414764069020748138e-03
3.321179999999999950e+02,3.360246075317263603e-03
3.332210000000000036e+02,3.196695353835821152e-03
3.343240000000000123e+02,3.097573760896921158e-03
3.354269999999999641e+02,3.231389215216040611e-03
3.365299999999999727e+02,3.320597577840089798e-03
3.376329999999999814e+02,3.484149463474750519e-03
3.387359999999999900e+02,3.717086045071482658e-03
3.398389999999999986e+02,3.826120635494589806e-03
3.409420000000000073e+02,4.014454782009124756e-03
3.420450000000000159e+02,4.351468756794929504e-03
3.431479999999999677e+02,5.278260912746191025e-03
3.442509999999999764e+02,5.625193007290363312e-03
3.453539999999999850e+02,5.486420821398496628e-03
3.464569999999999936e+02,4.182962235063314438e-03
3.475600000000000023e+02,2.919153077527880669e-03
3.486630000000000109e+02,1.952710095793008804e-03
3.497659999999999627e+02,1.898192800581455231e-03
3.508689999999999714e+02,2.071656519547104836e-03
3.519719999999999800e+02,2.597004640847444534e-03
3.530749999999999886e+02,3.687349148094654083e-03
3.541779999999999973e+02,4.911512136459350586e-03
3.552810000000000059e+02,4.693441558629274368e-03
3.563840000000000146e+02,3.895506262779235840e-03
3.574869999999999663e+02,3.231387818232178688e-03
3.585899999999999750e+02,2.924108644947409630e-03
3.596929999999999836e+02,2.894372446462512016e-03
3.607959999999999923e+02,2.934020711109042168e-03
3.618990000000000009e+02,2.666390966624021530e-03
3.630020000000000095e+02,2.636654535308480263e-03
3.641049999999999613e+02,2.626741770654916763e-03
3.652079999999999700e+02,3.444500267505645752e-03
3.663109999999999786e+02,4.415898583829402924e-03
3.674139999999999873e+02,5.887865088880062103e-03
3.685169999999999959e+02,6.190188694745302200e-03
3.696200000000000045e+02,6.457815878093242645e-03
3.707230000000000132e+02,5.654926877468824387e-03
3.718259999999999650e+02,5.768916569650173187e-03
3.729289999999999736e+02,6.224879994988441467e-03
3.740319999999999823e+02,7.062464952468872070e-03
3.751349999999999909e+02,7.771186996251344681e-03
