Wavelength_nm,Intensity
3.177789999999999964e+02,3.262987011112272739e-04
3.188820000000000050e+02,1.823433995014056563e-04
3.199850000000000136e+02,2.927091263700276613e-04
3.210879999999999654e+02,1.631493796594440937e-04
3.221909999999999741e+02,4.078733618371188641e-04
3.232939999999999827e+02,2.975076495204120874e-04
3.243969999999999914e+02,3.502912586554884911e-04
3.255000000000000000e+02,2.303285000380128622e-04
3.266030000000000086e+02,4.462614597287029028e-04
3.277060000000000173e+02,2.927091263700276613e-04
3.288089999999999691e+02,4.654554941225796938e-04
3.299119999999999777e+02,3.502912586554884911e-04
3.310149999999999864e+02,4.702539008576422930e-04
3.321179999999999950e+02,2.975076495204120874e-04
3.332210000000000036e+02,3.934778505936264992e-04
3.343240000000000123e+02,2.543210284784436226e-04
3.354269999999999641e+02,3.310972242616117001e-04
3.365299999999999727e+02,2.543210284784436226e-04
3.376329999999999814e+02,4.030748677905648947e-04
3.387359999999999900e+02,3.071046958211809397e-04
3.398389999999999986e+02,5.422316608019173145e-04
3.409420000000000073e+02,3.406942705623805523e-04
3.420450000000000159e+02,5.998137057758867741e-04
3.431479999999999677e+02,4.606569127645343542e-04
3.442509999999999764e+02,6.909854128025472164e-04
3.453539999999999850e+02,5.518285906873643398e-04
3.464569999999999936e+02,6.765899015590548515e-04
3.475600000000000023e+02,4.798510635737329721e-04
3.486630000000000109e+02,5.326345562934875488e-04
3.497659999999999627e+02,4.318658902775496244e-04
3.508689999999999714e+02,6.382017745636403561e-04
3.519719999999999800e+02,6.046122289262712002e-04
3.530749999999999886e+02,8.973215008154511452e-04
3.541779999999999973e+02,5.662242183461785316e-04
3.552810000000000059e+02,6.717914366163313389e-04
3.563840000000000146e+02,3.071046958211809397e-04
3.574869999999999663e+02,3.646867407951503992e-04
3.585899999999999750e+02,1.967389252968132496e-04
3.596929999999999836e+02,2.495225635357201099e-04
3.607959999999999923e+02,1.439553161617368460e-04
3.618990000000000009e+02,2.207314828410744667e-04
3.630020000000000095e+02,1.103657341445796192e-04
3.641049999999999613e+02,1.919404312502592802e-04
3.652079999999999700e+02,1.583508128533139825e-04
3.663109999999999786e+02,3.502912586554884911e-04
3.674139999999999873e+02,2.159329451387748122e-04
3.685169999999999959e+02,4.558584478218108416e-04
3.696200000000000045e+02,3.262987011112272739e-04
3.707230000000000132e+02,5.278360913507640362e-04
3.718259999999999650e+02,3.982763737440109253e-04
3.729289999999999736e+02,7.437691092491149902e-04
3.740319999999999823e+02,5.758212646469473839e-04
3.751349999999999909e+02,8.445377461612224579e-04
3.762379999999999995e+02,6.094108102843165398e-04
3.773410000000000082e+02,9.884929750114679337e-04
3.784440000000000168e+02,6.190077983774244785e-04
3.795469999999999686e+02,9.165153605863451958e-04
3.806499999999999773e+02,5.854182527400553226e-04
3.817529999999999859e+02,9.117168374359607697e-04
3.828559999999999945e+02,5.806196713820099831e-04
3.839590000000000032e+02,7.965527474880218506e-04
3.850620000000000118e+02,4.510600119829177856e-04
3.861649999999999636e+02,6.382017745636403561e-04
3.872679999999999723e+02,4.222688148729503155e-04
3.883709999999999809e+02,6.957839941605925560e-04
3.894739999999999895e+02,4.606569709721952677e-04
3.905769999999999982e+02,6.477988208644092083e-04
3.916800000000000068e+02,3.934778505936264992e-04
3.927830000000000155e+02,6.334033678285777569e-04
3.938859999999999673e+02,4.654555232264101505e-04
3.949889999999999759e+02,7.245750166475772858e-04
3.960919999999999845e+02,5.326346727088093758e-04
3.971949999999999932e+02,7.293734815903007984e-04
3.982980000000000018e+02,2.927091554738581181e-04
3.994010000000000105e+02,3.790823975577950478e-04
4.005039999999999623e+02,2.015374338952824473e-04
4.016069999999999709e+02,2.927092136815190315e-04
4.027099999999999795e+02,1.919403875945135951e-04
4.038129999999999882e+02,3.550897818058729172e-04
4.049159999999999968e+02,2.735150919761508703e-04
4.060190000000000055e+02,4.654554941225796938e-04
4.071220000000000141e+02,3.502912586554884911e-04
4.082249999999999659e+02,5.950152408331632614e-04
4.093279999999999745e+02,3.838808916043490171e-04
4.104309999999999832e+02,5.422316608019173145e-04
4.115339999999999918e+02,2.447240112815052271e-04
4.126370000000000005e+02,2.495225344318896532e-04
4.137400000000000091e+02,1.487538393121212721e-04
4.148429999999999609e+02,1.919403875945135951e-04
4.159459999999999695e+02,1.439553161617368460e-04
4.170489999999999782e+02,2.351270086364820600e-04
4.181519999999999868e+02,2.063359424937516451e-04
4.192549999999999955e+02,2.591195807326585054e-04
4.203580000000000041e+02,1.871418935479596257e-04
4.214610000000000127e+02,2.303285145899280906e-04
4.225639999999999645e+02,1.439553161617368460e-04
4.236669999999999732e+02,1.823433995014056563e-04
4.247699999999999818e+02,1.487538102082908154e-04
4.258729999999999905e+02,1.871419080998748541e-04
4.269759999999999991e+02,1.103657341445796192e-04
4.280790000000000077e+02,1.583508419571444392e-04
4.291819999999999595e+02,1.103657414205372334e-04
4.302849999999999682e+02,1.295597758144140244e-04
4.313879999999999768e+02,1.007687096716836095e-04
4.324909999999999854e+02,1.055672255461104214e-04
4.335939999999999941e+02,8.157467527780681849e-05
4.346970000000000027e+02,1.295597612624987960e-04
4.358000000000000114e+02,9.597021562512964010e-05
4.369029999999999632e+02,1.823433995014056563e-04
4.380059999999999718e+02,1.823433703975751996e-04
4.391089999999999804e+02,2.591195516288280487e-04
4.402119999999999891e+02,1.487538247602060437e-04
4.413149999999999977e+02,2.015374338952824473e-04
4.424180000000000064e+02,1.199627586174756289e-04
4.435210000000000150e+02,1.583508419571444392e-04
4.446239999999999668e+02,8.637319115223363042e-05
4.457269999999999754e+02,2.063359424937516451e-04
4.468299999999999841e+02,1.295597758144140244e-04
4.479329999999999927e+02,3.886792692355811596e-04
4.490360000000000014e+02,2.639180456753820181e-04
4.501390000000000100e+02,3.982763446401804686e-04
4.512419999999999618e+02,2.975076204165816307e-04
4.523449999999999704e+02,4.462613724172115326e-04
4.534479999999999791e+02,3.790823102463036776e-04
4.545509999999999877e+02,5.710225668735802174e-04
4.556539999999999964e+02,2.639181038830429316e-04
4.567570000000000050e+02,2.495225635357201099e-04
4.578600000000000136e+02,6.238063360797241330e-05
4.589629999999999654e+02,9.597020107321441174e-05
4.600659999999999741e+02,2.879106432374101132e-05
4.611689999999999827e+02,6.238064088393002748e-05
4.622719999999999914e+02,1.439553125237580389e-05
4.633750000000000000e+02,4.798510781256482005e-05
4.644780000000000086e+02,1.919404166983440518e-05
4.655809999999999604e+02,4.798510781256482005e-05
4.666839999999999691e+02,2.879106432374101132e-05
4.677869999999999777e+02,6.717914948239922523e-05
4.688900000000000432e+02,5.758212864748202264e-05
4.699929999999999950e+02,8.157467527780681849e-05
4.710959999999999468e+02,9.117169975070282817e-05
4.721990000000000123e+02,1.823433995014056563e-04
4.733019999999999641e+02,1.295597758144140244e-04
4.744050000000000296e+02,1.775448909029364586e-04
4.755079999999999814e+02,1.727463823044672608e-04
4.766109999999999332e+02,3.934779379051178694e-04
4.777139999999999986e+02,3.023061435669660568e-04
4.788169999999999504e+02,6.382018327713012695e-04
4.799200000000000159e+02,4.126718267798423767e-04
4.810229999999999677e+02,4.750525404233485460e-04
4.821260000000000332e+02,3.023061726707965136e-04
4.832289999999999850e+02,3.502912004478275776e-04
4.843319999999999368e+02,1.727463823044672608e-04
4.854350000000000023e+02,2.159329742426052690e-04
4.865379999999999541e+02,1.727463532006368041e-04
4.876410000000000196e+02,2.879106614273041487e-04
4.887439999999999714e+02,1.967389252968132496e-04
4.898470000000000368e+02,3.502912586554884911e-04
4.909499999999999886e+02,2.399255172349512577e-04
4.920529999999999404e+02,3.742837870959192514e-04
4.931560000000000059e+02,2.399255317868664861e-04
4.942589999999999577e+02,2.879106032196432352e-04
4.953620000000000232e+02,1.919404312502592802e-04
4.964649999999999750e+02,2.111344656441360712e-04
4.975680000000000405e+02,1.151642500190064311e-04
4.986709999999999923e+02,1.631493360036984086e-04
4.997739999999999441e+02,7.677617395529523492e-05
5.008770000000000095e+02,1.151642500190064311e-04
5.019799999999999613e+02,6.238063360797241330e-05
5.030830000000000268e+02,6.717914948239922523e-05
5.041859999999999786e+02,4.318659921409562230e-05
5.052889999999999304e+02,3.838808697764761746e-05
5.063919999999999959e+02,3.358957474119961262e-05
5.074949999999999477e+02,7.677616667933762074e-05
5.085980000000000132e+02,1.439553125237580389e-05
5.097009999999999650e+02,4.318659557611681521e-05
5.108040000000000305e+02,5.278361641103401780e-05
5.119069999999999823e+02,8.637319115223363042e-05
5.130099999999999909e+02,4.798510781256482005e-05
5.141130000000000564e+02,1.007687169476412237e-04
5.152160000000000082e+02,2.879106250475160778e-05
5.163190000000000737e+02,5.758212864748202264e-05
5.174220000000000255e+02,2.879106250475160778e-05
5.185250000000000909e+02,4.798510781256482005e-05
5.196280000000000427e+02,5.278361277305521071e-05
5.207309999999999945e+02,7.677617395529523492e-05
5.218340000000000600e+02,3.358957110322080553e-05
5.229370000000000118e+02,5.278361641103401780e-05
5.240400000000000773e+02,3.358957474119961262e-05
5.251430000000000291e+02,5.278361641103401780e-05
5.262460000000000946e+02,5.278361641103401780e-05
5.273490000000000464e+02,8.157467527780681849e-05
5.284519999999999982e+02,8.157468255376443267e-05
5.295550000000000637e+02,1.439553161617368460e-04
5.306580000000000155e+02,1.295597758144140244e-04
5.317610000000000809e+02,2.303285000380128622e-04
5.328640000000000327e+02,1.487538102082908154e-04
5.339670000000000982e+02,3.262987302150577307e-04
5.350700000000000500e+02,2.447240403853356838e-04
5.361730000000000018e+02,4.894479643553495407e-04
5.372760000000000673e+02,3.262987593188881874e-04
5.383790000000000191e+02,7.197765517048537731e-04
5.394820000000000846e+02,4.750525404233485460e-04
5.405850000000000364e+02,6.909854128025472164e-04
5.416879999999999882e+02,5.182391614653170109e-04
5.427910000000000537e+02,9.597017196938395500e-04
5.438940000000000055e+02,6.477989954873919487e-04
5.449970000000000709e+02,9.357096278108656406e-04
5.461000000000000227e+02,5.806196713820099831e-04
5.472030000000000882e+02,6.669929134659469128e-04
5.483060000000000400e+02,2.639180747792124748e-04
5.494089999999999918e+02,3.071046667173504829e-04
