# DC Glow Discharge Radial Solver — Air Plasma
# Cathode radius   : 23.145 mm
# Chamber radius   : 140.0 mm
# Current          : 20.00 mA
# Cathode voltage  : -550.0 V
# Pressure         : 0.0250 Torr
# Gas              : Air (80% N2 / 20% O2)
#
# Columns
#   r_m    — radial position [m]
#   r_mm   — radial position [mm]
#   ne_m3  — electron density [m^-3]
#   ne_cm3 — electron density [cm^-3]
#   ni_m3  — ion density [m^-3]
#   ni_cm3 — ion density [cm^-3]
#   Te_eV  — electron temperature [eV]
#   phi_V  — electric potential [V]
#   E_Vm   — radial electric field [V/m]
r_m,r_mm,ne_m3,ne_cm3,ni_m3,ni_cm3,Te_eV,phi_V,E_Vm
2.695231e-02,26.9523,3.685014e+16,3.685014e+10,3.689937e+16,3.689937e+10,1.5403,-372.4562,-3295.0075
2.724518e-02,27.2452,3.487535e+16,3.487535e+10,3.493951e+16,3.493951e+10,1.5373,-371.4912,-3294.7694
2.753805e-02,27.5380,3.304158e+16,3.304158e+10,3.312103e+16,3.312103e+10,1.5342,-370.5263,-3294.7052
2.783091e-02,27.8309,3.133986e+16,3.133986e+10,3.143543e+16,3.143543e+10,1.5312,-369.5614,-3294.6879
2.812378e-02,28.1238,2.976183e+16,2.976183e+10,2.987441e+16,2.987441e+10,1.5283,-368.5965,-3294.6832
2.841665e-02,28.4167,2.829961e+16,2.829961e+10,2.843004e+16,2.843004e+10,1.5253,-367.6316,-3294.6819
2.870952e-02,28.7095,2.694585e+16,2.694585e+10,2.709481e+16,2.709481e+10,1.5224,-366.6667,-3294.6816
2.900239e-02,29.0024,2.569362e+16,2.569362e+10,2.586165e+16,2.586165e+10,1.5195,-365.7018,-3294.6815
2.929526e-02,29.2953,2.453644e+16,2.453644e+10,2.472388e+16,2.472388e+10,1.5167,-364.7368,-3294.6815
2.958813e-02,29.5881,2.346818e+16,2.346818e+10,2.367524e+16,2.367524e+10,1.5138,-363.7719,-3294.6814
2.988100e-02,29.8810,2.248310e+16,2.248310e+10,2.270982e+16,2.270982e+10,1.5110,-362.8070,-3294.6814
3.017387e-02,30.1739,2.157579e+16,2.157579e+10,2.182206e+16,2.182206e+10,1.5082,-361.8421,-3294.6814
3.046674e-02,30.4667,2.074113e+16,2.074113e+10,2.100675e+16,2.100675e+10,1.5055,-360.8772,-3294.6814
3.075961e-02,30.7596,1.997432e+16,1.997432e+10,2.025894e+16,2.025894e+10,1.5028,-359.9123,-3294.6814
3.105248e-02,31.0525,1.927082e+16,1.927082e+10,1.957401e+16,1.957401e+10,1.5001,-358.9474,-3294.6814
3.134535e-02,31.3454,1.862634e+16,1.862634e+10,1.894757e+16,1.894757e+10,1.4974,-357.9825,-3294.6814
3.163822e-02,31.6382,1.803684e+16,1.803684e+10,1.837552e+16,1.837552e+10,1.4948,-357.0175,-3294.6814
3.193109e-02,31.9311,1.749851e+16,1.749851e+10,1.785396e+16,1.785396e+10,1.4922,-356.0526,-3294.6814
3.222396e-02,32.2240,1.700773e+16,1.700773e+10,1.737924e+16,1.737924e+10,1.4896,-355.0877,-3294.6814
3.251683e-02,32.5168,1.656111e+16,1.656111e+10,1.694791e+16,1.694791e+10,1.4870,-354.1228,-3294.6814
3.280970e-02,32.8097,1.615545e+16,1.615545e+10,1.655672e+16,1.655672e+10,1.4845,-353.1579,-3294.6814
3.310257e-02,33.1026,1.578771e+16,1.578771e+10,1.620264e+16,1.620264e+10,1.4820,-352.1930,-3294.6814
3.339544e-02,33.3954,1.545505e+16,1.545505e+10,1.588277e+16,1.588277e+10,1.4795,-351.2281,-3294.6814
3.368831e-02,33.6883,1.515478e+16,1.515478e+10,1.559444e+16,1.559444e+10,1.4771,-350.2632,-3294.6814
3.398118e-02,33.9812,1.488438e+16,1.488438e+10,1.533512e+16,1.533512e+10,1.4746,-349.2982,-3294.6814
3.427405e-02,34.2740,1.464147e+16,1.464147e+10,1.510242e+16,1.510242e+10,1.4722,-348.3333,-3294.6814
3.456692e-02,34.5669,1.442384e+16,1.442384e+10,1.489414e+16,1.489414e+10,1.4698,-347.3684,-3294.6814
3.485979e-02,34.8598,1.422939e+16,1.422939e+10,1.470819e+16,1.470819e+10,1.4675,-346.4035,-3294.6814
3.515266e-02,35.1527,1.405616e+16,1.405616e+10,1.454265e+16,1.454265e+10,1.4651,-345.4386,-3294.6814
3.544553e-02,35.4455,1.390234e+16,1.390234e+10,1.439571e+16,1.439571e+10,1.4628,-344.4737,-3294.6814
3.573840e-02,35.7384,1.376621e+16,1.376621e+10,1.426568e+16,1.426568e+10,1.4605,-343.5088,-3294.6814
3.603127e-02,36.0313,1.364619e+16,1.364619e+10,1.415101e+16,1.415101e+10,1.4583,-342.5439,-3294.6814
3.632414e-02,36.3241,1.354079e+16,1.354079e+10,1.405025e+16,1.405025e+10,1.4560,-341.5789,-3294.6814
3.661701e-02,36.6170,1.344865e+16,1.344865e+10,1.396206e+16,1.396206e+10,1.4538,-340.6140,-3294.6814
3.690987e-02,36.9099,1.336850e+16,1.336850e+10,1.388520e+16,1.388520e+10,1.4516,-339.6491,-3294.6814
3.720274e-02,37.2027,1.329916e+16,1.329916e+10,1.381854e+16,1.381854e+10,1.4494,-338.6842,-3294.6814
3.749561e-02,37.4956,1.323954e+16,1.323954e+10,1.376102e+16,1.376102e+10,1.4472,-337.7193,-3294.6814
3.778848e-02,37.7885,1.318865e+16,1.318865e+10,1.371169e+16,1.371169e+10,1.4451,-336.7544,-3294.6814
3.808135e-02,38.0814,1.314556e+16,1.314556e+10,1.366966e+16,1.366966e+10,1.4430,-335.7895,-3294.6814
3.837422e-02,38.3742,1.310945e+16,1.310945e+10,1.363412e+16,1.363412e+10,1.4409,-334.8246,-3294.6814
3.866709e-02,38.6671,1.307953e+16,1.307953e+10,1.360435e+16,1.360435e+10,1.4388,-333.8596,-3294.6814
3.895996e-02,38.9600,1.305511e+16,1.305511e+10,1.357968e+16,1.357968e+10,1.4368,-332.8947,-3294.6814
3.925283e-02,39.2528,1.303554e+16,1.303554e+10,1.355949e+16,1.355949e+10,1.4347,-331.9298,-3294.6814
3.954570e-02,39.5457,1.302026e+16,1.302026e+10,1.354324e+16,1.354324e+10,1.4327,-330.9649,-3294.6814
3.983857e-02,39.8386,1.300872e+16,1.300872e+10,1.353044e+16,1.353044e+10,1.4307,-330.0000,-3294.6814
4.013144e-02,40.1314,1.300046e+16,1.300046e+10,1.352064e+16,1.352064e+10,1.4288,-329.0351,-3294.6814
4.042431e-02,40.4243,1.299504e+16,1.299504e+10,1.351344e+16,1.351344e+10,1.4268,-328.0702,-3294.6814
4.071718e-02,40.7172,1.299209e+16,1.299209e+10,1.350848e+16,1.350848e+10,1.4249,-327.1053,-3294.6814
4.101005e-02,41.0101,1.299127e+16,1.299127e+10,1.350544e+16,1.350544e+10,1.4230,-326.1404,-3294.6814
4.130292e-02,41.3029,1.299225e+16,1.299225e+10,1.350404e+16,1.350404e+10,1.4211,-325.1754,-3294.6814
4.159579e-02,41.5958,1.299477e+16,1.299477e+10,1.350403e+16,1.350403e+10,1.4192,-324.2105,-3294.6814
4.188866e-02,41.8887,1.299858e+16,1.299858e+10,1.350517e+16,1.350517e+10,1.4173,-323.2456,-3294.6814
4.218153e-02,42.1815,1.300347e+16,1.300347e+10,1.350728e+16,1.350728e+10,1.4155,-322.2807,-3294.6814
4.247440e-02,42.4744,1.300924e+16,1.300924e+10,1.351017e+16,1.351017e+10,1.4137,-321.3158,-3294.6814
4.276727e-02,42.7673,1.301573e+16,1.301573e+10,1.351370e+16,1.351370e+10,1.4119,-320.3509,-3294.6814
4.306014e-02,43.0601,1.302280e+16,1.302280e+10,1.351772e+16,1.351772e+10,1.4101,-319.3860,-3294.6814
4.335301e-02,43.3530,1.303030e+16,1.303030e+10,1.352214e+16,1.352214e+10,1.4083,-318.4211,-3294.6814
4.364588e-02,43.6459,1.303813e+16,1.303813e+10,1.352683e+16,1.352683e+10,1.4066,-317.4561,-3294.6814
4.393875e-02,43.9387,1.304620e+16,1.304620e+10,1.353172e+16,1.353172e+10,1.4049,-316.4912,-3294.6814
4.423162e-02,44.2316,1.305440e+16,1.305440e+10,1.353673e+16,1.353673e+10,1.4031,-315.5263,-3294.6814
4.452449e-02,44.5245,1.306269e+16,1.306269e+10,1.354179e+16,1.354179e+10,1.4015,-314.5614,-3294.6814
4.481736e-02,44.8174,1.307098e+16,1.307098e+10,1.354685e+16,1.354685e+10,1.3998,-313.5965,-3294.6814
4.511023e-02,45.1102,1.307923e+16,1.307923e+10,1.355186e+16,1.355186e+10,1.3981,-312.6316,-3294.6814
4.540310e-02,45.4031,1.308739e+16,1.308739e+10,1.355678e+16,1.355678e+10,1.3965,-311.6667,-3294.6814
4.569596e-02,45.6960,1.309543e+16,1.309543e+10,1.356158e+16,1.356158e+10,1.3948,-310.7018,-3294.6814
4.598883e-02,45.9888,1.310330e+16,1.310330e+10,1.356622e+16,1.356622e+10,1.3932,-309.7368,-3294.6814
4.628170e-02,46.2817,1.311099e+16,1.311099e+10,1.357070e+16,1.357070e+10,1.3916,-308.7719,-3294.6814
4.657457e-02,46.5746,1.311847e+16,1.311847e+10,1.357498e+16,1.357498e+10,1.3900,-307.8070,-3294.6814
4.686744e-02,46.8674,1.312572e+16,1.312572e+10,1.357905e+16,1.357905e+10,1.3885,-306.8421,-3294.6814
4.716031e-02,47.1603,1.313273e+16,1.313273e+10,1.358289e+16,1.358289e+10,1.3869,-305.8772,-3294.6814
4.745318e-02,47.4532,1.313949e+16,1.313949e+10,1.358651e+16,1.358651e+10,1.3854,-304.9123,-3294.6814
4.774605e-02,47.7461,1.314598e+16,1.314598e+10,1.358988e+16,1.358988e+10,1.3839,-303.9474,-3294.6814
4.803892e-02,48.0389,1.315221e+16,1.315221e+10,1.359301e+16,1.359301e+10,1.3824,-302.9825,-3294.6814
4.833179e-02,48.3318,1.315815e+16,1.315815e+10,1.359589e+16,1.359589e+10,1.3809,-302.0175,-3294.6814
4.862466e-02,48.6247,1.316382e+16,1.316382e+10,1.359851e+16,1.359851e+10,1.3794,-301.0526,-3294.6814
4.891753e-02,48.9175,1.316921e+16,1.316921e+10,1.360088e+16,1.360088e+10,1.3779,-300.0877,-3294.6814
4.921040e-02,49.2104,1.317431e+16,1.317431e+10,1.360299e+16,1.360299e+10,1.3765,-299.1228,-3294.6814
4.950327e-02,49.5033,1.317913e+16,1.317913e+10,1.360485e+16,1.360485e+10,1.3751,-298.1579,-3294.6814
4.979614e-02,49.7961,1.318366e+16,1.318366e+10,1.360645e+16,1.360645e+10,1.3737,-297.1930,-3294.6814
5.008901e-02,50.0890,1.318791e+16,1.318791e+10,1.360780e+16,1.360780e+10,1.3723,-296.2281,-3294.6814
5.038188e-02,50.3819,1.319188e+16,1.319188e+10,1.360889e+16,1.360889e+10,1.3709,-295.2632,-3294.6814
5.067475e-02,50.6747,1.319558e+16,1.319558e+10,1.360973e+16,1.360973e+10,1.3695,-294.2982,-3294.6814
5.096762e-02,50.9676,1.319899e+16,1.319899e+10,1.361032e+16,1.361032e+10,1.3681,-293.3333,-3294.6814
5.126049e-02,51.2605,1.320213e+16,1.320213e+10,1.361067e+16,1.361067e+10,1.3668,-292.3684,-3294.6814
5.155336e-02,51.5534,1.320500e+16,1.320500e+10,1.361077e+16,1.361077e+10,1.3654,-291.4035,-3294.6814
5.184623e-02,51.8462,1.320760e+16,1.320760e+10,1.361063e+16,1.361063e+10,1.3641,-290.4386,-3294.6814
5.213910e-02,52.1391,1.320994e+16,1.320994e+10,1.361025e+16,1.361025e+10,1.3628,-289.4737,-3294.6814
5.243197e-02,52.4320,1.321201e+16,1.321201e+10,1.360963e+16,1.360963e+10,1.3615,-288.5088,-3294.6814
5.272484e-02,52.7248,1.321382e+16,1.321382e+10,1.360879e+16,1.360879e+10,1.3602,-287.5439,-3294.6814
5.301771e-02,53.0177,1.321538e+16,1.321538e+10,1.360771e+16,1.360771e+10,1.3590,-286.5789,-3294.6814
5.331058e-02,53.3106,1.321669e+16,1.321669e+10,1.360640e+16,1.360640e+10,1.3577,-285.6140,-3294.6814
5.360345e-02,53.6034,1.321774e+16,1.321774e+10,1.360488e+16,1.360488e+10,1.3565,-284.6491,-3294.6814
5.389632e-02,53.8963,1.321855e+16,1.321855e+10,1.360313e+16,1.360313e+10,1.3552,-283.6842,-3294.6814
5.418919e-02,54.1892,1.321912e+16,1.321912e+10,1.360116e+16,1.360116e+10,1.3540,-282.7193,-3294.6814
5.448206e-02,54.4821,1.321945e+16,1.321945e+10,1.359898e+16,1.359898e+10,1.3528,-281.7544,-3294.6814
5.477492e-02,54.7749,1.321954e+16,1.321954e+10,1.359659e+16,1.359659e+10,1.3516,-280.7895,-3294.6814
5.506779e-02,55.0678,1.321940e+16,1.321940e+10,1.359399e+16,1.359399e+10,1.3504,-279.8246,-3294.6814
5.536066e-02,55.3607,1.321903e+16,1.321903e+10,1.359118e+16,1.359118e+10,1.3493,-278.8596,-3294.6814
5.565353e-02,55.6535,1.321844e+16,1.321844e+10,1.358817e+16,1.358817e+10,1.3481,-277.8947,-3294.6814
5.594640e-02,55.9464,1.321762e+16,1.321762e+10,1.358496e+16,1.358496e+10,1.3470,-276.9298,-3294.6814
5.623927e-02,56.2393,1.321658e+16,1.321658e+10,1.358155e+16,1.358155e+10,1.3458,-275.9649,-3294.6814
5.653214e-02,56.5321,1.321532e+16,1.321532e+10,1.357795e+16,1.357795e+10,1.3447,-275.0000,-3294.6814
5.682501e-02,56.8250,1.321385e+16,1.321385e+10,1.357415e+16,1.357415e+10,1.3436,-274.0351,-3294.6814
5.711788e-02,57.1179,1.321217e+16,1.321217e+10,1.357017e+16,1.357017e+10,1.3425,-273.0702,-3294.6814
5.741075e-02,57.4108,1.321028e+16,1.321028e+10,1.356600e+16,1.356600e+10,1.3414,-272.1053,-3294.6814
5.770362e-02,57.7036,1.320818e+16,1.320818e+10,1.356164e+16,1.356164e+10,1.3403,-271.1404,-3294.6814
5.799649e-02,57.9965,1.320589e+16,1.320589e+10,1.355711e+16,1.355711e+10,1.3392,-270.1754,-3294.6814
5.828936e-02,58.2894,1.320339e+16,1.320339e+10,1.355239e+16,1.355239e+10,1.3382,-269.2105,-3294.6814
5.858223e-02,58.5822,1.320069e+16,1.320069e+10,1.354750e+16,1.354750e+10,1.3371,-268.2456,-3294.6814
5.887510e-02,58.8751,1.319781e+16,1.319781e+10,1.354244e+16,1.354244e+10,1.3361,-267.2807,-3294.6814
5.916797e-02,59.1680,1.319473e+16,1.319473e+10,1.353720e+16,1.353720e+10,1.3351,-266.3158,-3294.6814
5.946084e-02,59.4608,1.319146e+16,1.319146e+10,1.353180e+16,1.353180e+10,1.3341,-265.3509,-3294.6814
5.975371e-02,59.7537,1.318801e+16,1.318801e+10,1.352623e+16,1.352623e+10,1.3331,-264.3860,-3294.6814
6.004658e-02,60.0466,1.318437e+16,1.318437e+10,1.352049e+16,1.352049e+10,1.3321,-263.4211,-3294.6814
6.033945e-02,60.3394,1.318055e+16,1.318055e+10,1.351460e+16,1.351460e+10,1.3311,-262.4561,-3294.6814
6.063232e-02,60.6323,1.317655e+16,1.317655e+10,1.350854e+16,1.350854e+10,1.3301,-261.4912,-3294.6814
6.092519e-02,60.9252,1.317238e+16,1.317238e+10,1.350233e+16,1.350233e+10,1.3291,-260.5263,-3294.6814
6.121806e-02,61.2181,1.316804e+16,1.316804e+10,1.349596e+16,1.349596e+10,1.3282,-259.5614,-3294.6814
6.151093e-02,61.5109,1.316352e+16,1.316352e+10,1.348944e+16,1.348944e+10,1.3272,-258.5965,-3294.6814
6.180380e-02,61.8038,1.315883e+16,1.315883e+10,1.348276e+16,1.348276e+10,1.3263,-257.6316,-3294.6814
6.209667e-02,62.0967,1.315398e+16,1.315398e+10,1.347594e+16,1.347594e+10,1.3253,-256.6667,-3294.6814
6.238954e-02,62.3895,1.314897e+16,1.314897e+10,1.346897e+16,1.346897e+10,1.3244,-255.7018,-3294.6814
6.268241e-02,62.6824,1.314379e+16,1.314379e+10,1.346186e+16,1.346186e+10,1.3235,-254.7368,-3294.6814
6.297528e-02,62.9753,1.313845e+16,1.313845e+10,1.345460e+16,1.345460e+10,1.3226,-253.7719,-3294.6814
6.326815e-02,63.2681,1.313296e+16,1.313296e+10,1.344721e+16,1.344721e+10,1.3217,-252.8070,-3294.6814
6.356102e-02,63.5610,1.312731e+16,1.312731e+10,1.343967e+16,1.343967e+10,1.3208,-251.8421,-3294.6814
6.385388e-02,63.8539,1.312150e+16,1.312150e+10,1.343200e+16,1.343200e+10,1.3200,-250.8772,-3294.6814
6.414675e-02,64.1468,1.311555e+16,1.311555e+10,1.342420e+16,1.342420e+10,1.3191,-249.9123,-3294.6814
6.443962e-02,64.4396,1.310944e+16,1.310944e+10,1.341626e+16,1.341626e+10,1.3182,-248.9474,-3294.6814
6.473249e-02,64.7325,1.310319e+16,1.310319e+10,1.340819e+16,1.340819e+10,1.3174,-247.9825,-3294.6814
6.502536e-02,65.0254,1.309680e+16,1.309680e+10,1.339999e+16,1.339999e+10,1.3165,-247.0175,-3294.6814
6.531823e-02,65.3182,1.309026e+16,1.309026e+10,1.339166e+16,1.339166e+10,1.3157,-246.0526,-3294.6814
6.561110e-02,65.6111,1.308358e+16,1.308358e+10,1.338320e+16,1.338320e+10,1.3149,-245.0877,-3294.6814
6.590397e-02,65.9040,1.307676e+16,1.307676e+10,1.337463e+16,1.337463e+10,1.3141,-244.1228,-3294.6814
6.619684e-02,66.1968,1.306981e+16,1.306981e+10,1.336593e+16,1.336593e+10,1.3133,-243.1579,-3294.6814
6.648971e-02,66.4897,1.306272e+16,1.306272e+10,1.335710e+16,1.335710e+10,1.3125,-242.1930,-3294.6814
6.678258e-02,66.7826,1.305549e+16,1.305549e+10,1.334816e+16,1.334816e+10,1.3117,-241.2281,-3294.6814
6.707545e-02,67.0755,1.304814e+16,1.304814e+10,1.333911e+16,1.333911e+10,1.3109,-240.2632,-3294.6814
6.736832e-02,67.3683,1.304065e+16,1.304065e+10,1.332993e+16,1.332993e+10,1.3101,-239.2982,-3294.6814
6.766119e-02,67.6612,1.303303e+16,1.303303e+10,1.332064e+16,1.332064e+10,1.3093,-238.3333,-3294.6814
6.795406e-02,67.9541,1.302529e+16,1.302529e+10,1.331124e+16,1.331124e+10,1.3086,-237.3684,-3294.6814
6.824693e-02,68.2469,1.301742e+16,1.301742e+10,1.330173e+16,1.330173e+10,1.3078,-236.4035,-3294.6814
6.853980e-02,68.5398,1.300943e+16,1.300943e+10,1.329211e+16,1.329211e+10,1.3071,-235.4386,-3294.6814
6.883267e-02,68.8327,1.300132e+16,1.300132e+10,1.328237e+16,1.328237e+10,1.3063,-234.4737,-3294.6814
6.912554e-02,69.1255,1.299309e+16,1.299309e+10,1.327254e+16,1.327254e+10,1.3056,-233.5088,-3294.6814
6.941841e-02,69.4184,1.298474e+16,1.298474e+10,1.326259e+16,1.326259e+10,1.3049,-232.5439,-3294.6814
6.971128e-02,69.7113,1.297627e+16,1.297627e+10,1.325254e+16,1.325254e+10,1.3042,-231.5789,-3294.6814
7.000415e-02,70.0041,1.296768e+16,1.296768e+10,1.324239e+16,1.324239e+10,1.3035,-230.6140,-3294.6814
7.029702e-02,70.2970,1.295899e+16,1.295899e+10,1.323214e+16,1.323214e+10,1.3028,-229.6491,-3294.6814
7.058989e-02,70.5899,1.295017e+16,1.295017e+10,1.322178e+16,1.322178e+10,1.3021,-228.6842,-3294.6814
7.088276e-02,70.8828,1.294125e+16,1.294125e+10,1.321133e+16,1.321133e+10,1.3014,-227.7193,-3294.6814
7.117563e-02,71.1756,1.293222e+16,1.293222e+10,1.320078e+16,1.320078e+10,1.3007,-226.7544,-3294.6814
7.146850e-02,71.4685,1.292308e+16,1.292308e+10,1.319013e+16,1.319013e+10,1.3000,-225.7895,-3294.6814
7.176137e-02,71.7614,1.291383e+16,1.291383e+10,1.317939e+16,1.317939e+10,1.2994,-224.8246,-3294.6814
7.205424e-02,72.0542,1.290447e+16,1.290447e+10,1.316855e+16,1.316855e+10,1.2987,-223.8596,-3294.6814
7.234711e-02,72.3471,1.289502e+16,1.289502e+10,1.315762e+16,1.315762e+10,1.2980,-222.8947,-3294.6814
7.263997e-02,72.6400,1.288545e+16,1.288545e+10,1.314660e+16,1.314660e+10,1.2974,-221.9298,-3294.6814
7.293284e-02,72.9328,1.287579e+16,1.287579e+10,1.313548e+16,1.313548e+10,1.2968,-220.9649,-3294.6814
7.322571e-02,73.2257,1.286602e+16,1.286602e+10,1.312428e+16,1.312428e+10,1.2961,-220.0000,-3294.6814
7.351858e-02,73.5186,1.285616e+16,1.285616e+10,1.311299e+16,1.311299e+10,1.2955,-219.0351,-3294.6814
7.381145e-02,73.8115,1.284620e+16,1.284620e+10,1.310161e+16,1.310161e+10,1.2949,-218.0702,-3294.6814
7.410432e-02,74.1043,1.283614e+16,1.283614e+10,1.309014e+16,1.309014e+10,1.2943,-217.1053,-3294.6814
7.439719e-02,74.3972,1.282598e+16,1.282598e+10,1.307859e+16,1.307859e+10,1.2936,-216.1404,-3294.6814
7.469006e-02,74.6901,1.281573e+16,1.281573e+10,1.306696e+16,1.306696e+10,1.2930,-215.1754,-3294.6814
7.498293e-02,74.9829,1.280538e+16,1.280538e+10,1.305524e+16,1.305524e+10,1.2924,-214.2105,-3294.6814
7.527580e-02,75.2758,1.279494e+16,1.279494e+10,1.304344e+16,1.304344e+10,1.2918,-213.2456,-3294.6814
7.556867e-02,75.5687,1.278441e+16,1.278441e+10,1.303155e+16,1.303155e+10,1.2913,-212.2807,-3294.6814
7.586154e-02,75.8615,1.277379e+16,1.277379e+10,1.301959e+16,1.301959e+10,1.2907,-211.3158,-3294.6814
7.615441e-02,76.1544,1.276308e+16,1.276308e+10,1.300754e+16,1.300754e+10,1.2901,-210.3509,-3294.6814
7.644728e-02,76.4473,1.275229e+16,1.275229e+10,1.299542e+16,1.299542e+10,1.2895,-209.3860,-3294.6814
7.674015e-02,76.7402,1.274140e+16,1.274140e+10,1.298322e+16,1.298322e+10,1.2890,-208.4211,-3294.6814
7.703302e-02,77.0330,1.273043e+16,1.273043e+10,1.297094e+16,1.297094e+10,1.2884,-207.4561,-3294.6814
7.732589e-02,77.3259,1.271937e+16,1.271937e+10,1.295859e+16,1.295859e+10,1.2879,-206.4912,-3294.6814
7.761876e-02,77.6188,1.270822e+16,1.270822e+10,1.294616e+16,1.294616e+10,1.2873,-205.5263,-3294.6814
7.791163e-02,77.9116,1.269700e+16,1.269700e+10,1.293366e+16,1.293366e+10,1.2868,-204.5614,-3294.6814
7.820450e-02,78.2045,1.268569e+16,1.268569e+10,1.292108e+16,1.292108e+10,1.2862,-203.5965,-3294.6814
7.849737e-02,78.4974,1.267430e+16,1.267430e+10,1.290843e+16,1.290843e+10,1.2857,-202.6316,-3294.6814
7.879024e-02,78.7902,1.266282e+16,1.266282e+10,1.289571e+16,1.289571e+10,1.2852,-201.6667,-3294.6814
7.908311e-02,79.0831,1.265127e+16,1.265127e+10,1.288292e+16,1.288292e+10,1.2847,-200.7018,-3294.6814
7.937598e-02,79.3760,1.263964e+16,1.263964e+10,1.287005e+16,1.287005e+10,1.2842,-199.7368,-3294.6814
7.966885e-02,79.6688,1.262793e+16,1.262793e+10,1.285712e+16,1.285712e+10,1.2836,-198.7719,-3294.6814
7.996172e-02,79.9617,1.261614e+16,1.261614e+10,1.284412e+16,1.284412e+10,1.2831,-197.8070,-3294.6814
8.025459e-02,80.2546,1.260428e+16,1.260428e+10,1.283104e+16,1.283104e+10,1.2826,-196.8421,-3294.6814
8.054746e-02,80.5475,1.259234e+16,1.259234e+10,1.281791e+16,1.281791e+10,1.2821,-195.8772,-3294.6814
8.084033e-02,80.8403,1.258032e+16,1.258032e+10,1.280470e+16,1.280470e+10,1.2817,-194.9123,-3294.6814
8.113320e-02,81.1332,1.256823e+16,1.256823e+10,1.279143e+16,1.279143e+10,1.2812,-193.9474,-3294.6814
8.142607e-02,81.4261,1.255607e+16,1.255607e+10,1.277809e+16,1.277809e+10,1.2807,-192.9825,-3294.6814
8.171893e-02,81.7189,1.254383e+16,1.254383e+10,1.276469e+16,1.276469e+10,1.2802,-192.0175,-3294.6814
8.201180e-02,82.0118,1.253152e+16,1.253152e+10,1.275122e+16,1.275122e+10,1.2797,-191.0526,-3294.6814
8.230467e-02,82.3047,1.251914e+16,1.251914e+10,1.273770e+16,1.273770e+10,1.2793,-190.0877,-3294.6814
8.259754e-02,82.5975,1.250669e+16,1.250669e+10,1.272410e+16,1.272410e+10,1.2788,-189.1228,-3294.6814
8.289041e-02,82.8904,1.249417e+16,1.249417e+10,1.271045e+16,1.271045e+10,1.2784,-188.1579,-3294.6814
8.318328e-02,83.1833,1.248158e+16,1.248158e+10,1.269673e+16,1.269673e+10,1.2779,-187.1930,-3294.6814
8.347615e-02,83.4762,1.246892e+16,1.246892e+10,1.268295e+16,1.268295e+10,1.2775,-186.2281,-3294.6814
8.376902e-02,83.7690,1.245620e+16,1.245620e+10,1.266912e+16,1.266912e+10,1.2770,-185.2632,-3294.6814
8.406189e-02,84.0619,1.244340e+16,1.244340e+10,1.265522e+16,1.265522e+10,1.2766,-184.2982,-3294.6814
8.435476e-02,84.3548,1.243054e+16,1.243054e+10,1.264126e+16,1.264126e+10,1.2762,-183.3333,-3294.6814
8.464763e-02,84.6476,1.241762e+16,1.241762e+10,1.262725e+16,1.262725e+10,1.2757,-182.3684,-3294.6814
